,text,sentiment_score,sentiment_category
5139,country reported reduction outpatient care attendance due lower demand factor covid lockdown financial difficulty http co r ssfz cdl http co yxn gqa c,1.0,positive
5140,update minhealthnz today new case covid report managed isolation quarantine nz day since last case covid acquired locally unknown source total number active case remains,1.0,positive
5141,social medium network invite alleged aid grocery supply home mandatory isolation seek mitigate impact covid pandemic country,0.0,neutral
5142,mere pas shab nahi hai seriously dangerous virus fake azadi coronavirus http co uhsjjxrxp,-5.0,negative
5143,common cold cause positive covid test,2.0,positive
5144,nine case recovered total number active case imported case miq facility community case,1.0,positive
5145,two day week state already seen record high day new case http co pjhw rwius,0.0,neutral
5146,indiafightscorona maintaining daily testing spree lakh india test crore test per million tpm rise pegged today http co pkjpti http co rrj fd tgd,1.0,positive
5147,video claim italy discovered covid bacteria virus,0.0,neutral
5148,people contacted tested negative covid tested leaving managed isolation remaining tested departure facility people referred test yet result,-2.0,negative
5149,new case covid nigeria plateau lagos fct ogun oyo ekiti kwara ondo anambra imo nasarawa river gombe edo akwa ibom confirmed discharged death http co uogq aaurl,-2.0,negative
5150,madhukishwar absolutely madhu ji along family member infected covid week gargle haldi thrice kadha twice steam thrice haldi milk night coronil pack swasari coronil twice four u got negative following remained home isolation,-4.0,negative
5151,sexcounseling grobse impt covid patient r ventillated bitte every source air used fan blower open window door etc across care centre drs r keeping shut fur fear virus travelling centre im remote merci entschuldigung swizerdeutsch,3.0,positive
5152,indiafightscorona nearly new case reported five state state also contributing new recovered case staysafe indiawillwin http co kehb w f,0.0,neutral
5153,coronavirus case removed texas total state count removed test positive antigen test fast acting test high rate false negative http co b qwvghkd politifacttexas,-1.0,negative
5154,check guide way avoid misinformation coronavirus pandemic http co dgpsqcup c http co dtjpv clvc,-3.0,negative
5155,two people tokoroa tested positive covid moved quarantine facility auckland family close contact self isolation returned negative test,0.0,neutral
5156,countin flower wall nothin die boredom http co aknf z azz donaldtrump coronavirus augustamasters,-3.0,negative
5157,california seen rising case count number looked solid positive low hospitalization growing week state appears turning http co qntlovs cz,5.0,positive
5158,guideline school telangana reopen academic year,0.0,neutral
5159,government india plan exiting lockdown five phase,0.0,neutral
5160,graphic video viewed ten thousand time multiple post facebook twitter alongside claim show two islamist extremist killing hindu man indian state rajasthan india covid lockdown,-5.0,negative
5161,rt pratimbose lakh covid test per day little day beginning april shortage ventilator pp,-2.0,negative
5162,rt imperialcollege frasernelson thanks confirming neil ferguson imperial model point covid death sweden,0.0,neutral
5163,fever cough loss taste smell certain symptom might covid think might covid think may near someone covid contact healthcare provider medical advice http co snxt hrhqt http co zajfhkenkm,-4.0,negative
5164,rt nytimes precious woke condition improved dr byer resident physician rolled tablet computer room,2.0,positive
5165,trump midcourse correction http co jgqsm ltbk donaldtrump coronavirus presidentialelection mailinvoting,0.0,neutral
5166,covid achha chalta hu boy breathed hast singing hindi song,0.0,neutral
5167,acc aai official day voluntary homequarantine assigned passenger arriving rajasthan symptomatic passenger isolated taken nearest health facility http co kzncyfx q covid covid covid covid covid coronavirus http co lafyuehdla,-1.0,negative
5168,briton set bask even warmer temperature sunday people urged keep following coronavirus restriction case rise http co l dcpadsw,-1.0,negative
5169,file misinformation bill gate coronavirus vaccine http co r h tor,-2.0,negative
5170,word straightforward science behind failure chloroquine hydroxychloroquine show efficacy treating covid,-2.0,negative
5171,indiafightscorona increasing gap covid recovered active case india may september staysafe indiawillwin http co fldrf rlmn,1.0,positive
5172,problem testing people strain coronavirus specifically covid reliable test specific covid virus,0.0,neutral
5173,inherited broken test covid,-1.0,negative
5174,latest cdc covidview report show proportion death certificate coded related covid decreased two week ago week http co aamjhkc,-2.0,negative
5175,although child largely spared many severe health effect virus suffered way drtedros covid,-4.0,negative
5176,amid covid republican governor decided play football three fourth democratic governor decided play already probably play,0.0,neutral
5177,entire team collaborated fact check president trump last night axios interview roundup verifying claim covid testing death rate comment late rep john lewis http co tj kcp xbk http co drdgntaalb,-2.0,negative
5178,recovery past hour india record biggest single day spike recovery nation recovery rate coronavirus infection stand bihar becomes th indian state cross grim benchmark lakh covid case indian independenceday http co nchlbr bmk,-4.0,negative
5179,daily update published state reported k test k case covid death http co yihkwugyj,-2.0,negative
5180,demanding fair probe justicfortarun aiims administration shifted tarun icu tarun covid patient get security cover icu smartphone whatsapp message direct probe pmoindia hum aiims newdelhi per sawaal utakar hownsle todti hai http co srcb avvy,1.0,positive
5181,ricci sergienko stuff coming online next day hard build hardy ops team grueling high pressure data operation also building website visualization presentation data soon though,0.0,neutral
5182,coronavirus damaged lung woman receives double lungtransplant http co mfbk lp,-3.0,negative
5183,currently containmentzones southdelhi district http co byhlmxx mohfw india drharshvardhan drhvoffice delhi covid covid covid coronaupdates coronavirusindia coronavirusupdates coronavirus covidupdates http co fjjvyom cu,0.0,neutral
5184,maduro quoted work sergio quintero venezuelan doctor claim found natural antidote sickness well argued virus created united state biological weapon,0.0,neutral
5185,indian health department issued notification advising people drink ml water avoid spicy food travel crowded space till march,-1.0,negative
5186,peterwa bruce lambert one core belief general project like actively work maximum virality raw statistic number need context others provide including home theatlantic alexismadrigal,2.0,positive
5187,indiafightscorona increasing gap covid recovered active case india may september staysafe indiawillwin http co iryzrbzilu,1.0,positive
5188,claim recommend wearing mask covid false,1.0,positive
5189,amtrehan people trust coronil cure corona,1.0,positive
5190,covid helped urologist embrace telemedicine http co l lf k zu,1.0,positive
5191,madagascar covid free april registering recovery confirmed case,1.0,positive
5192,coronavirus resists attempt change name http co xoyagagmzs death virus pandemic coronavirus,-2.0,negative
5193,mr mandetta single president covid denialism biggest problem tackling pandemic aimed miracle believing chloroquine writes former minister http co j oynctpu,2.0,positive
5194,wetherspoons revealed total member staff caught coronavirus since pub chain reopened http co ikfqmlqfda,0.0,neutral
5195,last data point today even holiday weekend florida number alarming state reported new case three last four day still data current covid hospitalization fl http co cqq eejvg,0.0,neutral
5196,since august contact tracing team identified close contact case contacted self isolating process contacting rest,0.0,neutral
5197,would press event may would never asked coronavirus,0.0,neutral
5198,coronavirus r number increase http co ffcfs qg,1.0,positive
5199,please patronize non official outlet covid test government working hard improve quick sample collection release test result takeresponsibility http co hggjzunp,2.0,positive
5200,italian prime minister said country exhausted option fight coronavirus pandemic pleads god rescue people,0.0,neutral
5201,indiafightscorona india record covid recovery past hr recovery rate today lakh total recovery exceed active case lakh http co drykupzd http co bxhokvpn p,1.0,positive
5202,setting realistic expectation patient chronic condition key http co dkizdadlr melasma,0.0,neutral
5203,daily update published tracked million test k yesterday second highest daily total seen note track test state report detail see http co pzrmh bl http co ib cx xb,0.0,neutral
5204,health secretary matt hancock admitted challenge coronavirus testing system following sharp rise demand story http co qoglv nga http co kussv cq,-2.0,negative
5205,trump explains sarcastic http co lygcy mtq donaldtrump fakenews covid,-2.0,negative
5206,family member died infected corona virus heart say,-5.0,negative
5207,better news great state texas reporting antigen test tx right separating antigen result pcr reporting positive total see number dataset soon get antigen api http co faqa xwza,7.0,positive
5208,video news report claiming whatsapp going suspended brazil caption stated suspension going take place misinformation regarding covid,-3.0,negative
5209,total usd billion still needed access covid tool act accelerator produce billion vaccine dos million treatment million test http co fxhntoslvr http co bylbcx rlr,0.0,neutral
5210,image show long queue bus migrant denied permission enter uttar pradesh state government,-2.0,negative
5211,back future new study show iodine solution covid take u back childhood first line defence common cold sore throat iodine tincture betadine gargle http co f x qlea,0.0,neutral
5212,per mohfw india guideline disinfection common public place including office sodium hypochlorite phenolic disinfectant recommended disinfection http co vmdw hr r covid covid covid covid covid coronavirus coronavirusindia http co j ojhdbzwx,2.0,positive
5213,trump ensures america stimulus check bounce writing name http co cbewnnqidp stimuluschecks covid trumppressconf http co v yic,0.0,neutral
5214,wuhan surrounded wall http co nq tjg fjp china coronavirus covid greatwallofchina wuhan,0.0,neutral
5215,confused mortality rate coronavirus case fatality rate explain difference http co wvio b eff,-5.0,negative
5216,use milk tear gas ocular care guidance pandemic http co lyyhveivje,2.0,positive
5217,chancine co immunity alexkx ballouxfrancois cited retrovirus journal written professor flu vaccine contain coronaviruses would kill dog cell line judy mikovits claim complete medical misinformation disinformation since discredited scientist since http co g uidzr sx,-9.0,negative
5218,indiafightscorona increasing number covid testing lab india icmrdelhi staysafe indiawillwin http co hh ebmgbe,0.0,neutral
5219,latest update ministry health new case covid report new zealand day since last new case reported total number confirmed case remains number report world health organization http co v ivdlk,0.0,neutral
5220,positivity rate show herd immuntiy reached,1.0,positive
5221,maduro accused colombia promoting intentional infection venezuelan migrant returned country saying biological weapon,-3.0,negative
5222,false information coronavirus testing potential put people getting tested fact checker around world busy debunking misinformation http co qglqmz ljb via factchecknet coronavirusfacts datoscoronavirus,-3.0,negative
5223,queen elizabeth said philippine president rodrigo duterte kind leader know way filipino lucky,5.0,positive
5224,still death flu year covid,-4.0,negative
5225,warned second wave pandemic would catastrophic,-6.0,negative
5226,third week identified began contracting validated production quality pcr test first week feb began shipping test lab around world enabled world track trace covid around world quickly drtedros,3.0,positive
5227,germany united state two best death per people frankly perhaps important number,4.0,positive
5228,long sucker international space station warp orbit final frontier http co txxmftb fi coronavirus playboy,0.0,neutral
5229,prime minister ana brnabic claimed number respirator state secret country,0.0,neutral
5230,sterilization agent covid vax cause sterility patient also sexual partner people taken shot,0.0,neutral
5231,mahesh try coronil post covid,0.0,neutral
5232,new fad disease called coronavirus sweeping headline funny enough patent coronavirus filed granted http patent justia com patent,2.0,positive
5233,nba drug testing groupie bubble http co wljkwsfg drug coronavirus nba groupie orlando,0.0,neutral
5234,dr sourabhkp rashlessdoctor kamathgurudutt forget even trying use macrolide like azithromycin start least minimum day covid time prescribing azithromycin twice day whereas mic level justify day prescription,1.0,positive
5235,member indian parliament rahul gandhi hired actor act migrant helping covid lockdown,2.0,positive
5236,texas florida balanced budget california debt billion new york debt billion,-3.0,negative
5237,joe exotic test positive coronavirus prison confirmed,0.0,neutral
5238,evinindia streamlining vaccine flow network making powerful contribution towards strengthening health system well ensuring equity easy timely availability vaccine child immunizationforall vaccineswork fullyimmunizeeverychild http co jnkihhxk j,6.0,positive
5239,gate foundation planting microchip covid swab testing,0.0,neutral
5240,news coronavirus showrunner want recast boris johnson http co migady xyh http co jxkjmqcdf,1.0,positive
5241,latest update director general health new case covid report new zealand today however total number case risen case tested uruguay early april added number http co lob f aqnz,0.0,neutral
5242,holding one breath second claimed effective self test coronavirus,2.0,positive
5243,nhk world chinese language service call covid novel japanese coronavirus,2.0,positive
5244,image tired sri lankan healthcare professional lying ground inside operating theater room,-2.0,negative
5245,bill gate plan introduce microchip implant register whether someone tested vaccinated sars cov,0.0,neutral
5246,state reported k case today day average highest point since may one important caveat texas case older data local health authority previously reported http co q badz q p,3.0,positive
5247,today decided begin using state number came long debate whether could calculate realistic number ultimately decided use michigan number straight would easier future analyst adjust raw number,1.0,positive
5248,survived homeschooling lockdown get shirt http co augyoqdmvg assuming survived homeschooling obviously http co n sfkohmci,4.0,positive
5249,latest update ministry health new case today sixth day row case confirmed case total recovered case since yesterday brings u total recovered case http co xzggnuvy w,0.0,neutral
5250,florida man working home clock watch wishing end working day http co qymhxyiqwx coronavirus selfisolation,1.0,positive
5251,marvin hume say going keep coronavirus letter boris johnson safe place could worth something one day rochelle tell talking absolute shite usual http co urtis f mk,3.0,positive
5252,spain police official beating citizen enforce lockdown,-1.0,negative
5253,increase confirmed case covid nigeria result scale testing capacity well early sign community transmission door door testing taking place community lagos fct bos mustafa secretary nigeriagov http co ytckcslzb,1.0,positive
5254,news covid test positive boris johnson http co wrhckyi fu http co kadu txeuk,2.0,positive
5255,probably still seeing weekend lag effect last several week tuesday number tell u lot great day total test positive rate stayed lower http co yhgvabqcz,4.0,positive
5256,pm st april confirmed case discharged death breakdown case state real time http co zqrpneofet currently lagos fct osun oyo ogun edo kaduna enugu bauchi ekiti river benue,-2.0,negative
5257,londoner expect see police officer street capital helping enforce new coronavirus restriction met police said follow live update http co ymyl de xu,0.0,neutral
5258,daily update published state reported k test k new case death hospitalization fell little major caveat decline due strange data alabama http co vlncib q,-3.0,negative
5259,claim cow urine dung could treat covid assam legislator haripriya http co eij p tjv fact claim add misinformation fear mongering fight disease scientifically anant bhan health researcher preventive med cure yet http co b qfvqwv u,-8.0,negative
5260,hour construction st building huoshenshan hospital wuhan completed monday hospital expected handed military feb upon completion put use coronavirus patient,0.0,neutral
5261,today acc mohfw india total recovered covid case recoveryrate india covid covid covid covid covidupdates coronaupdates corona coronavirus coronavirusindia coronavirusupdates coronaviruspandemic http co sufmkbqvrw,0.0,neutral
5262,rd september erroneously reported additional confirmed case summary new confirmed case total apologise error remain committed ensuring transparent accurate reporting test result http co rdh cebcn,-1.0,negative
5263,rt adammccu urgently needed airport thaali bajao bajao coronil bhabhi ji papad petal shower light corona mat,0.0,neutral
5264,holding breath let test whether may covid,0.0,neutral
5265,india play critical role providing coronavirus vaccine world anthony fauci coronavirus covid vaccine http co onmtrcprm,0.0,neutral
5266,ever sex fantasy role playing nerd guide lockdown ending http co sydbcrtym,0.0,neutral
5267,post say study showed chloroquine effective covid wrong thing covid drug given human looked primate cell infected sars http co ryivuowcui http co wbbgigmr,-2.0,negative
5268,photo shared thousand time facebook claim show throat novel coronavirus patient,3.0,positive
5269,aadajoli angie rasmussen wuhan institute virology military funded gain function research bat coronavirus know nih funding end day let cut bullshit finger pointing every country leader sign global ban gof research bury,-5.0,negative
5270,today active covid case balasore district odisha http co pnt xhkjvt mohfw india drharshvardhan drhvoffice covidindiaseva covid covid covid coronaupdates coronavirusindia coronavirusupdates coronavirus covidupdates http co jqidlofisq,1.0,positive
5271,practice social distancing putting space others continue practice healthy habit like washing hand least second staying home sick help slow spread covid learn http co tt zon hf http co bytxliwcov,4.0,positive
5272,bollywood actor shahrukh khan donated crore million rupee pakistan,2.0,positive
5273,virus gone away complacent director public health blackpool dr arif rajpura say concerned rising covid rate part lancashire need make sure following guidance latest http co cuskxln bd http co iiwblhtvax,-4.0,negative
5274,nashville man feel life coronavirus http co dgwlbgxehq coronavirus nashville family covid,0.0,neutral
5275,knowledge covid always improving new data come update parameter fit know disease recently changed model parameter wanted share changed,3.0,positive
5276,elisa granato year old first woman get vaccine covid died,-3.0,negative
5277,india recorded new positive covid case death icmr directs institute conducting clinical trial covaxin india first potential coronavirus vaccine fast track approval aim launch august coronavirusfacts covid http co h ezt gwr,2.0,positive
5278,kingswood rest home morrinsville officially cleared possible case covid,1.0,positive
5279,thus enhanced timely testing keeping positivity rate low also fatality rate low,-3.0,negative
5280,health minister edward argar insists average distance receive covid test gone mile adding around going test meet criterion kayburley http co thq m ilt http co hxwhpsxdu,0.0,neutral
5281,rt depsechargan covid outbreak important everyone know difference n respirator surgical ma,0.0,neutral
5282,carlhan kia os carl thanks feedback new case separated two category recent travel community total number confirmed case first number graphic currently,2.0,positive
5283,manage covid pandemic exhaustive distribution homoeopathic preventive arsenicum album indiafightscorona collectorjamngr http co xzr w wm,0.0,neutral
5284,therefore dip oxygen saturation spo anybody person concerned provided immediate medical attention proper diagnosis http co htiph ybo covid covid covid india corona coronavirus coronavirusindia coronaviruspandemic,-2.0,negative
5285,bill gate plotting use covid testing future vaccine track people microchip,0.0,neutral
5286,coronavirus boe warns recent case increase could hold back economy http co pmrklhcyhy,-1.0,negative
5287,updated april reported u case covid total million state report case continue wear cloth face covering keep foot physical distance others public http co wiufbkr uh http co vtachszvuz,0.0,neutral
5288,return old normal foreseeable future roadmap situation control disease get life drtedros covid,-1.0,negative
5289,number new case low k series higher day day average fell k ny new case first time week california texas new high yesterday much lower today http co e yzfbbeym,0.0,neutral
5290,deciding close partially close reopen school guided risk based approach maximize educational well health benefit student teacher staff wider community help prevent new outbreak covid http co c uxqrrmn http co fadaeopahd,-1.0,negative
5291,u house speaker nancy pelosi wuhan china time release novel coronavirus sabotage u china trade deal,0.0,neutral
5292,initial data shown adult year old certain comorbidities highest risk dying covid drtedros,-4.0,negative
5293,reliance jio one biggest telecom network india providing internet free coronavirus pandemic,1.0,positive
5294,mosquito transfer covid person person,0.0,neutral
5295,u public health response threat covid included active monitoring people exposed covid case cdc supported state local public health official tracked close contact first u case learn cdcmmwr http co ybjcz hbgu http co ezac jhjap,0.0,neutral
5296,whatsapp forward along video round claimed person belongs tablighi jamaat kept isolation ward started wandering naked viral forward also claim person wandering naked vulgar act intentionally,0.0,neutral
5297,coronavirusupdates india covid recovery rate improves august steady improvement india covid recovery rate since lockdown initiation march indiafightscorona icmrdelhi via mohfw india http co qfxacd fqh,4.0,positive
5298,rt drharshvardhan coronavirusupdates nearly new recovered case found state ut maharashtra maintained,0.0,neutral
5299,boris johnson facing demand labour explain proposal use army support police amid new covid lockdown rule http co jshnbqfqku,1.0,positive
5300,clearly obama administration leave kind game plan something like,4.0,positive
5301,case covid reinfection reported across world however novel coronavirus new virus research ongoing question long take person get reinfected whether subsequent infection milder etc http co ky kev fc,0.0,neutral
5302,note capture negative pending test way state report consider number lower bound see thread http co ig zbi p b,-2.0,negative
5303,lockdown read still read page http co h r igpma,0.0,neutral
5304,covid man insisting die looking good http co spbji csj death coronavirus covid,-2.0,negative
5305,reported death toll bringing dataset death http co psyxpalrp,-4.0,negative
5306,unfortunately today four people hospital covid two stable isolation ward one middlemore one north shore hospital two icu north shore waikato hospital want send family aroha,3.0,positive
5307,photo show medical team sent japan wuhan,0.0,neutral
5308,xanderarmstrong chloroquine described wonder drug corona virus yet coordinated campaign would big pharma cheap effective drug bigpharmapuppets,3.0,positive
5309,ftse pound come renewed pressure investor eye prospect tougher coronavirus restriction returning across uk much europe http co jx pxlmd,-2.0,negative
5310,homeopathic drug arsenicum album prevent coronavirus,-1.0,negative
5311,today total number dedicated covid hospital india centre state mohfw india drharshvardhan drhvoffice covid covid covid covid india coronaupdates coronavirusindia coronavirusupdates coronavirus covidupdates http co kvx jmivk,2.0,positive
5312,stop tasty fish fry refreshing alcoholic beverage alcohol kill everything,-4.0,negative
5313,relax restriction level enjoy new freedom need keep border control strong keep covid,4.0,positive
5314,state track contain covid according model state headed right direction covid spreading slow controlled fashion state low infection growth rate adequate testing sufficient icu capacity,4.0,positive
5315,bharat bio tech vaccine received permission central government th august available market corona vaccine great news today see official permission,3.0,positive
5316,coronavirusupdates total covid case india september cured discharged migrated active case death total covid confirmed case cured discharged migrated active case death staysafe http co tf fd yskf,-2.0,negative
5317,daily death remained near yesterday high http co ldnwnywg,-2.0,negative
5318,project trained staff volunteer athens greece distribute food water glove mask antiseptic liquid information covid affected homelessness people inject drug sex worker migrant http co ara zglqfx,-1.0,negative
5319,mentioned data testing reporting problem ca fl week also flag wa trouble prevented state reporting negative result since lowering hosp number http co nkeg g http co g ejgwsbq,-7.0,negative
5320,cdc new testing consideration help correctional detention facility plan prepare respond covid learn testing individual without symptom covid setting http co ikelewoqgl http co ocpnz mx,0.0,neutral
5321,thank also individual essential covid tracking volunteer go get data u every day holiday without labor many project organizer would lack data needed understand covid affect community,0.0,neutral
5322,lowest reported daily death total since late march substantially lower last monday day average fell lowest since april expect number rise tomorrow previous week reporting lag http co bpk oyhhpc,-3.0,negative
5323,use caution relying gaiter face shield help protect others covid researcher currently investigating effectiveness learn http co ioqv omdka http co qblqn kfi,5.0,positive
5324,mask absolutely protect spread covid another study find http co c v zsa,1.0,positive
5325,regional picture hospitalization south approaching northeast peak number april note still seeing erratic hospitalization number state http co rfetmavs n,0.0,neutral
5326,testing remains decline day average test completed south kind decline saw northeastern state emerged intense outbreak spring http co jgd dhrfwf,1.0,positive
5327,rt help stopping covid spreading keep least distance others alternative handshake,1.0,positive
5328,million people across country currently living local restriction infection rate increasing many area ashishskynews take closer look effectiveness local lockdown read latest http co e cshsdhgy http co h urdbsdxr,-2.0,negative
5329,seven day rolling daily average number test total number test completed new zealand date,0.0,neutral
5330,new case covid nigeria fct lagos plateau kaduna abia gombe ondo imo delta ekiti kwara oyo bauchi kano katsina ogun yobe confirmed discharged death http co r tbtbrnhr,-2.0,negative
5331,pooled covid testing requires complex staff coordination provide reassurance community http co lmzr kqn http co lpwohidpw,0.0,neutral
5332,indian news channel claimed coronavirus pandemic would affect billion laborer india,0.0,neutral
5333,however comparing covid death flu death important make sure comparison rigorous two thread explain http co leqxe cuv http co cc azpcowk,-1.0,negative
5334,people linked community cluster remain auckland quarantine facility includes people tested positive covid household contact,2.0,positive
5335,video chinese prime minister li keqiang visiting mosque offering prayer seeking protection country coronavirus,0.0,neutral
5336,mask belief system blatantly ignoring scientific evidence http co poo fahnyi,0.0,neutral
5337,say u developing antivirus includes chip track movement,0.0,neutral
5338,nrl player wife tried make link flu shot covid instagram fact checker found evidence link believe misinformation internet read coronacheck instead http co fmiss coronavirusfacts http co ff aoeyqyo,-4.0,negative
5339,caring someone covid prevent illness practicing everyday preventive action clean hand often avoid touching face unwashed hand limit contact anyone sick frequently clean disinfect surface http co q dtcxukin http co eexpwgmjjj,0.0,neutral
5340,coronavirus still stressful explaining window upgrade parent http co c jilnwadx,0.0,neutral
5341,spanish education minister isabel cela wore purple latex glove woman day demonstration afraid coronavirus,-3.0,negative
5342,first case man arrived new zealand india june staying grand millennium hotel tested positive covid part routine testing around day stay facility,5.0,positive
5343,new case covid nigeria lagos oyo river delta ebonyi gombe ondo kaduna kwara ogun fct edo abia nasarawa imo bayelsa borno katsina sokoto bauchi plateau confirmed discharged death http co nawzgbiyy,-2.0,negative
5344,breakdown case state real time please see http co zqrpneofet currently lagos fct ogun ekiti oyo total confirmed case covid nigeria,1.0,positive
5345,update covid u covid case adult covid case child reproduction nr adult aged target intervention adult facilitate safe reopening school report http co sysilcsith http co tzeagemqrl,1.0,positive
5346,latest update finance minister director public health today new confirmed case covid additional death one linked st margaret cluster waitemat dhb staff member looking case http co vziv ejai,-2.0,negative
5347,cheap widely used steroid hailed major breakthrough coronavirus treatment http co ei w e http co ez mb qec,5.0,positive
5348,coronavirus inside air passenger excited doug ford cut public health onpoli coronavirusoutbreak http co wlp gx f http co dlvonx k,2.0,positive
5349,inhaling hot water steam kill coronavirus,-3.0,negative
5350,covid pandemic set meeting sponsored bill melinda gate foundation,0.0,neutral
5351,covid coronavirus coronavirusupdate police spain keeping kid entertained lockdown performing baby shark best thing saw corona crisis covid http co bjdwhw kx,0.0,neutral
5352,fighting covid misinformation infodemic one issue time join u get latest issue coronacheck straight inbox every week http co lsceubpj qanda factcheck http co f fys z c,-2.0,negative
5353,rt drharshvardhan covid update total number active case country stand date five state,1.0,positive
5354,wash hand often help slowthespread covid keep key time mind wash hand remember practice protective measure like social distancing wearing face cover http co dmfpoapmjw http co iyar p xvk,4.0,positive
5355,btk inhibitor acalabrutinib may improve outcome quickly severe covid case study patient suggests http co rbk lnhhd,0.0,neutral
5356,coronavirusupdates covid india tracker september confirmed case recovered active case death indiafightscorona indiawillwin staysafe via mohfw india http co dtjpiuufkh,-1.0,negative
5357,daily update published new record case top day test patient currently hospitalized jumped level mid may state reported new death day average creeping back http co b ivb rh r,-2.0,negative
5358,nice approving encorafenib cetuximab treating braf v e mcrc http co ho ypjllun,3.0,positive
5359,elderly parent guide getting coronavirus advice wrong http co crfzyapyx,-2.0,negative
5360,coronavirus death lower nation using hydroxychloroquine http co mromjvlrap,-2.0,negative
5361,fever cough certain symptom might covid people mild illness able recover home think may exposed covid contact healthcare provider learn http co dpn bzrz http co ljwjxkp mu,-4.0,negative
5362,new york new hospitalization update make initial daily update state hospitalized people regret error,-6.0,negative
5363,people reported recovered covid increase yesterday confirmed probable case active case across country,2.0,positive
5364,publication pearl news say nigerian senator tested positive covid,2.0,positive
5365,rglobalism imperial jidea imperialcollege hi microsoft github worked team document refactor extend code report impact npis reduce covid mortality healthcare demand shared source code produce report published along codecheck,1.0,positive
5366,covid death bel brazil may may,-2.0,negative
5367,indiafightscorona nearly new case reported five state state also contributing new recovered case http co uguzntmvms,0.0,neutral
5368,first volunteer uk coronavirus vaccine trial died,-3.0,negative
5369,good news active coronavirus case delhi drop every inch taken back recovery well earned godelhiites http co ngmodhc,3.0,positive
5370,take collective willto avoid covid death year end http co snnjpdydwv,-3.0,negative
5371,joe diffie death labeled covid death,-4.0,negative
5372,coronavirus london two three day behind covid hotspot modelling suggests http co lpzwyifmr,0.0,neutral
5373,press briefing president trump defended retweet viral video doctor track record bizarre medical claim said hydroxychloroquine coronavirus cure cure http co vih gzj,-2.0,negative
5374,ensure healthy life child miss scheduled vaccination due ongoing covid situation doctor take extra precaution avoid getting coronavirus detail visit http co prkbpcxfq icmrfightscovid http co sccrnxuv,0.0,neutral
5375,vatican confirmed pope francis two aide tested positive coronavirus,2.0,positive
5376,suicidal man seek covid infection http co wjpigeupae,-4.0,negative
5377,several state also posted substantial drop hospitalization figure today without explanation drop might changeover related problem seen week might real decline reported number published state,-3.0,negative
5378,day positive rate average crossed today test reported south came back positive http co znjruqw,4.0,positive
5379,gemma collins say followed rule coronavirus couple day stopped much really meant major celebrity like anyway told reporter http co l rnrtuv,1.0,positive
5380,cure corona colloidal liquid silver still tested usage cure test tube human anatomy human immune system boosted power silver nuc corona u death bed test tube vrs realism medicine,0.0,neutral
5381,flu vaccine deadly coronavirus,-5.0,negative
5382,man argentina make claim like u doctor paid thousand say got sick covid put ventilator artificial respirator,0.0,neutral
5383,protester wear mask mouth nose reduce risk transmitting virus probably evidence though evidence weak masking protects evidence masking protects shrime said,-2.0,negative
5384,people linked cluster moved quarantine facility including people tested positive total number confirmed case date report,2.0,positive
5385,kamalaharris joebiden actually died covid stop lying exaggerating treatment nowadays drug cocktail including hcq azithromycin zinc dexamethasone le ventilator resulted mortality rate plummeting situation vastly improved,-4.0,negative
5386,claim kin died covid claim insurance pradhan mantri jeevan jyoti bima yojana pmjjby pradhan mantri suraksha bima yojana pmsby pibfactcheck pmsby cover covid related death pmjjby cover covid death certain condition http co g dvte,-6.0,negative
5387,brazilian doctor drauzio varella defends population need lockout,0.0,neutral
5388,new case covid nigeria lagos fct oyo edo kwara abia ogun ondo river osun akwa ibom delta enugu kaduna plateau borno bauchi adamawa gombe sokoto confirmed discharged death http co v aownphun,-2.0,negative
5389,dataset compiled hour care attention wonderful volunteer dedication belief effort brought fruition thank enough,10.0,positive
5390,news smoker wait pub reopen spend night standing outside http co eak zdppey http co howrj ouvf,0.0,neutral
5391,would take vaccine death rate feel safe virus death rate,-3.0,negative
5392,rt mohfw india coronavirusupdates state contribute total covid case active case total fatality repo,-2.0,negative
5393,testing number begun rise california texas seems begun solving test issue reporting k test today alone florida testing remains far peak number july http co gismgooup,0.0,neutral
5394,coronavirus health secretary matt hancock warns restrictive measure uk face tipping point http co h td ori,-3.0,negative
5395,today total covid facility across india dedicated covid hospital dedicated covid health centre covid care centre cccs quarantine centre covid india coronaviruspandemic coronavirusupdates coronavirus http co hudyelnd,6.0,positive
5396,hantavirus compared novel coronavirus message describes recent hantavirus case china say people one bus diagnosed hantavirus,2.0,positive
5397,poll find american say drink corona beer virus,0.0,neutral
5398,usa crossed death day brazil day mexico day india took day,-2.0,negative
5399,rt drtedros vaccine nationalism invite problem seen outset lockdown march different authoritie,-1.0,negative
5400,wearamask public help slow spread covid sure wear right way position mask fully cover nose mouth wearing mask properly covid particle spread learn http co ioqv omdka http co swsfutbors,2.0,positive
5401,latest update minhealthnz today new case covid border continue case community four case involve people recently returned overseas managed isolation facility,0.0,neutral
5402,claim fund fund part covid stimulus mobilise equity r crore msmes fact similar fund set mobilise r crore start ups disbursed planned amount http co wf lg pm f,0.0,neutral
5403,rt ayushmanhwcs mahila arogya samitis kerala continue provide care basic necessity including food medicine mask hy,2.0,positive
5404,cdc reduce covid florida case count cdc admit kind systematic error counting florida coronavirus case claim rate false http co qr rgu eqo http co htub ajpy,-2.0,negative
